"","NE.LocAvg","NW.LocAvg","YH.LocAvg","EM.LocAvg","WM.LocAvg","E.LocAvg","L.LocAvg","SE.LocAvg","SW.LocAvg","W.LocAvg","S.LocAvg","NI.LocAvg","TurnBandAvg1","TurnBandAvg2","TurnBandAvg3","TurnBandAvg4","SmallAvg","MediumAvg","largeAvg","Births","Deaths","InternalMigrationInflow","InternalMigrationOutflow","InternationalMigrationInflow","InternationalMigrationOutflow","Males","Females","PopulationEst","Sector"
"197",0,5,2,5,5,12,14,12,10,0,0,5,30,36,5,0,65,6,0,590,479,1223,1240,444,244,26114,26571,52685,"Production"
"198",4,10,5,5,6,29,19,32,5,10,6,1,30,51,35,18,81,40,11,138,115,379,352,87,65,6261,6446,12707,"Production"
"199",5,20,15,18,16,48,41,72,29,12,28,4,109,126,56,16,239,61,8,474,193,1016,1390,768,460,17816,17858,35674,"Production"
"200",0,4,0,0,1,2,11,6,6,0,0,0,18,14,0,0,32,0,0,1527,1292,4531,4369,1185,847,72499,74619,147118,"Production"
"201",11,25,26,29,21,28,15,64,34,10,18,15,51,115,90,38,151,118,29,91,95,293,248,62,60,4722,4876,9598,"Production"
"202",20,59,54,71,70,64,26,95,51,16,30,26,96,244,211,31,346,221,24,75,81,174,152,43,24,3804,3911,7715,"Production"
"203",5,8,5,1,8,5,9,6,5,1,5,0,12,19,18,9,31,24,4,101,112,95,75,80,39,5317,5591,10908,"Production"
"204",0,0,5,0,0,6,1,11,5,1,5,0,12,11,9,4,24,14,0,75,51,38,34,47,35,3109,3203,6312,"Production"
"205",10,31,15,21,11,28,14,42,24,11,15,5,61,72,69,25,130,86,14,57,59,118,111,36,15,2817,2915,5732,"Production"
"206",0,8,5,10,5,5,10,18,4,1,4,0,18,20,21,10,31,25,10,115,100,204,190,73,34,5153,5280,10433,"Production"
"207",18,76,78,64,62,91,119,136,41,14,30,6,219,308,175,34,514,195,25,185,163,410,405,122,78,8516,8730,17246,"Production"
"208",5,22,24,9,22,22,20,21,16,5,9,2,48,75,40,18,122,41,19,98,87,302,279,69,40,4708,4810,9517,"Production"
"209",4,12,16,10,16,14,5,19,18,1,10,4,20,71,29,9,94,29,6,198,160,409,415,148,82,8736,8888,17624,"Production"
"210",21,72,64,55,72,95,59,124,78,34,25,14,236,291,166,19,526,174,15,253,210,693,644,159,118,11447,11786,23232,"Production"
"211",20,26,14,20,31,19,14,45,31,12,29,15,110,108,31,28,216,34,24,309,126,662,906,500,300,11610,11637,23246,"Production"
"212",10,15,24,19,24,15,2,19,19,5,15,4,26,64,60,20,78,75,15,163,138,485,467,127,91,7757,7983,15740,"Production"
"213",10,30,24,22,42,29,12,51,30,5,20,5,36,116,95,34,158,100,25,100,104,321,272,67,66,5173,5342,10515,"Production"
"214",6,21,21,15,16,11,9,16,19,10,15,0,18,45,65,31,64,69,25,39,42,91,80,23,13,2003,2059,4062,"Production"
"215",9,15,32,20,41,15,9,20,12,6,8,5,28,88,55,22,111,71,15,99,110,93,73,78,38,5194,5462,10655,"Production"
"216",5,16,14,15,49,10,14,14,8,5,9,2,36,72,44,8,114,48,5,68,46,34,31,43,32,2806,2891,5698,"Production"
"217",30,81,88,96,126,95,62,105,66,32,56,25,205,354,249,58,550,275,34,72,75,150,142,46,19,3589,3714,7304,"Production"
"218",2,11,10,15,12,16,10,15,8,1,5,2,24,52,16,15,85,19,11,172,149,305,284,109,50,7697,7888,15585,"Production"
"219",0,0,0,0,5,0,0,5,0,0,0,0,0,6,4,0,5,5,0,164,144,363,359,108,69,7548,7738,15286,"Production"
"220",21,85,69,60,109,82,69,154,65,22,45,20,199,349,201,52,574,198,38,143,128,444,409,102,59,6912,7062,13975,"Production"
"221",44,149,131,138,190,158,52,199,112,60,62,35,336,605,328,61,981,332,38,226,183,469,475,170,94,10009,10184,20194,"Production"
"222",21,48,58,62,54,64,24,45,48,16,49,61,221,214,89,25,430,92,18,267,222,732,681,168,125,12099,12458,24557,"Production"
"223",14,29,45,39,89,32,34,56,36,15,26,8,166,179,69,8,339,75,10,504,206,1081,1478,817,489,18943,18987,37931,"Production"
"224",10,44,34,45,100,42,12,41,32,14,18,8,124,210,61,5,322,84,4,444,376,1317,1270,344,246,21072,21688,42760,"Production"
"225",0,0,5,0,5,0,0,0,0,0,0,0,0,4,5,1,0,9,1,56,58,180,153,38,37,2905,3000,5905,"Production"
"226",14,19,14,32,34,22,16,20,14,8,22,44,55,92,82,29,155,80,22,61,66,142,124,35,19,3104,3191,6295,"Production"
"227",9,56,56,42,52,54,40,50,39,10,31,8,108,231,91,18,345,98,5,226,251,212,167,179,88,11911,12525,24436,"Production"
"228",0,24,22,29,6,11,10,10,5,5,4,0,44,58,24,1,104,22,4,88,60,45,40,55,41,3643,3753,7396,"Production"
"229",0,10,5,5,1,9,0,5,5,1,0,0,2,11,20,5,18,20,5,37,39,77,73,23,10,1850,1915,3765,"Production"
"230",9,49,40,58,71,48,29,62,45,8,30,5,134,264,56,0,424,42,0,685,593,1215,1130,436,201,30680,31441,62120,"Production"
"231",12,55,62,62,55,59,31,72,48,28,30,16,139,211,156,25,345,156,18,178,156,394,389,117,75,8187,8393,16580,"Production"
"232",16,104,98,96,154,104,84,160,76,32,41,21,350,519,70,49,878,86,32,236,212,732,674,168,98,11392,11640,23032,"Production"
"233",31,114,104,116,95,78,22,89,105,49,51,51,258,415,181,51,666,190,35,223,180,461,467,167,92,9845,10017,19862,"Production"
"234",5,18,15,18,31,34,25,16,19,4,8,0,85,64,34,8,149,40,4,278,232,763,710,175,130,12617,12991,25607,"Production"
"235",38,118,88,134,239,180,80,178,106,61,29,29,438,485,201,152,866,240,131,252,103,540,739,408,244,9465,9487,18951,"Production"
"236",25,26,18,14,16,40,20,105,65,11,84,15,170,208,44,18,406,35,14,471,399,1398,1348,366,261,22371,23025,45396,"Production"
"237",5,32,12,51,31,61,24,142,109,16,21,1,175,272,54,6,446,54,6,334,348,1075,911,226,221,17337,17904,35241,"Production"
"238",0,15,19,29,18,9,11,19,4,4,16,0,86,32,10,14,116,11,10,98,106,228,200,56,31,4990,5129,10119,"Production"
"239",15,101,36,42,54,104,45,185,119,54,31,46,511,168,76,78,681,82,72,135,150,126,100,106,53,7087,7452,14539,"Production"
"240",0,2,1,0,2,2,0,0,8,0,0,0,6,2,1,6,10,4,1,54,37,27,25,34,25,2221,2288,4509,"Production"
"241",0,11,5,12,11,16,10,20,16,6,1,0,44,55,10,1,92,14,0,199,206,413,390,125,52,9869,10213,20082,"Production"
"242",1,15,12,9,25,12,24,34,18,10,10,5,72,70,28,5,134,30,5,331,287,587,546,210,97,14816,15183,29999,"Production"
"243",6,6,6,14,18,12,8,14,10,2,4,1,38,51,11,0,82,15,0,402,354,891,881,265,170,18528,18992,37520,"Production"
"244",19,101,111,99,85,141,88,106,79,20,29,18,169,432,250,45,595,269,35,139,125,432,398,99,58,6730,6877,13607,"Production"
"245",45,139,105,124,120,138,122,166,144,34,50,178,272,888,179,25,1069,238,25,307,248,635,644,230,127,13557,13794,27351,"Production"
"246",0,20,95,10,14,5,8,5,10,0,5,1,20,74,60,19,81,69,18,114,95,312,290,71,53,5158,5311,10469,"Production"
"247",102,409,391,342,346,446,469,576,378,130,148,135,1122,2208,482,60,3148,668,60,570,232,1221,1671,923,553,21414,21464,42878,"Production"
"248",15,55,76,50,188,109,436,179,88,28,64,10,482,691,108,14,1199,88,4,876,742,2601,2507,680,486,41612,42828,84440,"Production"
"249",1,6,8,8,22,16,50,20,10,6,10,0,70,75,12,0,139,15,0,461,480,1482,1256,312,305,23913,24695,48608,"Production"
"250",10,18,18,22,19,22,36,44,35,5,31,11,141,114,16,0,249,22,0,278,300,646,567,160,88,14163,14560,28723,"Production"
"251",19,82,72,72,66,95,89,109,92,46,48,16,312,396,86,12,692,98,8,318,353,299,235,251,124,16747,17611,34358,"Production"
"252",19,41,38,51,48,134,89,94,65,30,30,8,351,244,41,9,565,54,5,173,117,88,79,108,80,7130,7346,14476,"Production"
"253",51,225,181,115,170,202,281,344,178,91,120,62,449,1116,370,86,1504,446,70,90,93,187,176,57,23,4459,4615,9074,"Production"
"254",5,5,10,5,10,2,8,6,5,1,0,0,11,26,19,0,28,28,0,235,204,417,388,150,69,10529,10790,21319,"Production"
"255",122,472,362,356,506,449,465,598,441,224,354,54,1689,2394,295,26,4028,338,12,517,456,1147,1134,341,219,23843,24441,48284,"Production"
